\id ACT
\c 8
\level phrase
\separators .?!:;
3.7	7.72	1a
7.72	11.14	s1
11.14	25.46	1b
25.46	32.78	2
32.78	45.62	3
45.62	48.24	s2
48.24	54.02	4
54.02	62.74	5
62.74	74.78	6
74.78	80.92	7a
80.92	85.68	7b
85.68	91.26	8
91.26	105.98	9a
105.98	108.56	9b
108.56	115.62	10a
115.62	121.2	10b
121.2	130.94	11
130.94	137.32	12a
137.32	143.18	12b
143.18	152.78	13a
152.78	160.46	13b
160.46	168.52	14
168.52	176.62	15
176.62	183.06	16
183.06	188.9	17
188.9	200.22	18
200.22	202.08	19a
202.08	208.18	19b
208.18	209.62	20a
209.62	218.86	20b
218.86	227.46	21
227.46	237.72	22
237.72	243.26	23
243.26	245.44	24a
245.44	252.9	24b
252.9	261.42	25a
261.42	270	25b
270	273.64	s3
273.64	278.16	26a
278.16	287.34	26b
287.34	292.64	27a
292.64	298.28	27b
298.28	310.52	27c
310.52	316.08	28
316.08	318.5	29a
318.5	322.3	29b
322.3	332.68	30a
332.68	335.66	30b
335.66	338.16	31a
338.16	342.08	31b
342.08	344.84	31c
344.84	349.74	31d
349.74	353.68	32a
353.68	357.04	32b
357.04	361.48	32c
361.48	364.4	32d
364.4	368.34	33a
368.34	370.76	33b
370.76	373.48	33c
373.48	376.88	34a
376.88	383.88	34b
383.88	391.1	35
391.1	393.8	36a
393.8	396.72	36b
396.72	403	36c
403	404.68	37a
404.68	409.04	37b
409.04	411.68	37c
411.68	415.08	37d
415.08	418.56	38a
418.56	420.38	38b
420.38	427.9	38c
427.9	432.9	39a
432.9	438.62	39b
438.62	451.12	40
